pid
55-5045
55-5450-2
c-XiaofengChen
06-875
a-DanielGAliaga
196-3616
63-3159
261-6669
71-5798
05-10608
05-10662
267-5374
e-KyumarsSheykhEsmaili
120-0143
163-4544
244-2111
38-2223
127-1101-1
168-6292
89-4573
46-8355
02-6595
141-2035
59-6782
47-11303
90-2656
77-3739
21-5521-1
98-5063
a-MikhailJAtallah
316-3760
84-2124
26-1702
258-4351
239-4432
c-DavidDClark
155-3168
84-2746
56-4157
177-2019
08-5760-12
c-SatishChandra
317-7124
26-9168
40-3618
270-4298
124-0945
15-4613
78-5975
139-3292
84-6484
08-1882
344-1680
249-3985
l-XiaomingLiu5
125-7251
24-2641
225-8965
276-5073
17-3105
198-0914
282-0168
323-2694
270-7310
150-4931
258-5159
150-4133
33-4054-10
b-ClaudioFernandoResinGeyer
27-5932
02-7117
37-10133
22-4453
266-5782
254-8809
245-7535
42-5786
75-4601-6
28-7270
10-884
328-2095
322-1494
166-6662
119-7349
96-4282-20
45-115
346-0631
58-10198
86-1318
82-8568
274-6748
324-0930
56-10925
97-9078
184-0100
340-7926
220-7771
183-1892
232-1681
59-1548
70-880
c-GiuseppeCastagna
13-7780
p-DoinaPrecup
42-1383
75-1648
b-LuizAndreBarroso
18-9004
78-7046
65-3271
268-8086
148-1952
243-4804
18-1763-17
219-0892
36-531
135-5777
00-3717
96-1534
95-8151
252-8380
22-6562
60-6968
176-5004
170-7381
290-4993
194-6731
328-9694
e-TinaEliassiRad
266-7316
57-876
05-10753
69-8073-4
77-8176
239-3429
345-8012
42-7752
89-2732
323-8218
194-2775
190-9251
46-8428
32-10840
200-2065
146-8612
221-6407
08-4576
64-7928
117-4055
273-9250
52-4070
116-0980
359-9566
71-8193
210-7065
36-40
41-1386
353-0414
240-2720
63-2751
25-13
350-5728
256-2386
75-7006
11-5722
294-0467
40-10077
352-4538
167-9071
193-6699
154-2352
147-2266
78-3624
252-0024
124-0310
54-8722
p-CesarePautasso
k-AnderdeKeijzer
31-4693
60-275
34-1397-1
172-1299
82-5415
119-2939
256-9098
347-2786
272-2310
116-9684
61-1512
133-7744
224-6547
78-1117
71-1270
116-8163
351-1061
69-1549
v-LuisVeiga
01-9673
13-6852
63-472
43-2915
28-4386
28-5441
147-2752
00-8156
222-2691
192-4561
39-2173
224-6566
76-7825
147-9540
21-304
119-2618
189-5871-2
s-ChristianScheideler
03-4726
85-9997
242-4280
53-3007
88-6970
197-8452
75-1814
91-4458
318-5725
70-4981
144-2879
10-8541
120-4493
c-MicheleColajanni
51-2115
21-1537
309-5837
118-8951
223-2666
131-7162
96-3060
310-4278
57-8598
29-10103
130-0449
174-0780
295-3397
25-7056
95-2446-1
359-1608
194-3910
52-7448
09-2002
61-248
269-2210
15-5467
219-1603
76-3005
188-9071
g-DanGutfreund
b-KPBirman
94-2468-1
07-9330
258-7304
74-6407
164-1014
14-3310
275-3148
165-7920
86-510
96-1802
186-6894
167-2402
117-5974
186-2822
10-2982
71-8126
149-8215
218-9605
22-3088
17-1464-1
280-5308
12-9257
340-7423
43-3160
291-4629
62-3310
130-5487
326-5051
71-7243
p-JMPatel
321-3510
30-3572
71-5612
252-7250
264-2532
176-5003
68-468
234-7810
347-2856
145-4103
79-4180
58-6111
87-2815
53-8171
227-0675
232-2227
r-JenniferRexford
148-2528
04-376
196-0749
336-5531
23-4609
89-3127
52-3440
06-8509
132-7979
247-6456
36-11045
98-4583
234-7567
179-8613
75-2122
52-5677
228-8337
95-10440
117-5983
11-3786
97-1908-4
233-3269
324-6535
147-8647
202-1797
180-8284
185-5572
180-0551
91-9792
180-0199
53-740
15-7114
44-6914
193-1491
211-3736
25-11142
11-1735-11
24-3595
284-8009
59-847
142-3965
h-AhmedEHassan
63-873
247-0584
59-2775
196-4001
69-3751
181-8260
116-8793
331-7746
345-8447
143-4734
236-3133
83-2853
81-3757
c-TaoCheng
247-0590
159-7654
258-8753
145-8684
118-5116
49-3800
41-6335
28-4782
41-2263
67-5782
174-6777
12-2323
353-7725
188-3013
31-3031
243-3771
58-9195
49-4689
50-10440
313-1661
360-8643
272-3722
330-2210
317-5609
337-7287
70-3651
59-2802
152-1395
74-9649
21-7882
195-5714
258-3784
23-3100
19-3092-1
97-7630
76-5253
22-5447
23-279
42-5859-1
11-7346
241-5913
33-5812
49-864
67-4413
91-3406
92-10934
121-4522
203-2132
219-8201
20-3839
166-7684
00-8024
136-4888
r-MdRijke
297-4239
243-0179
366-6698
25-2208
39-3719
117-9848
29-3132
217-3266
r-PVRoy
213-1245
51-5429
74-2854
03-5825
b-VincentDBlondel
146-8285
79-1651
83-3175
317-4790
173-3509
203-6578
172-4494
315-8026
222-9908
260-0947
84-9827
21-4024
360-4980
v-PerttiVakkari
310-3040
145-8811
243-3129
202-5100
348-8824
86-9883
80-185
61-371
73-5608
41-2867
09-940
84-3115
160-1820
185-1207
335-7945
c-SenChingSCheung
203-0225
18-1071-1
96-2005
97-8420
141-2020
230-3608
04-6084
246-9549
74-1836
93-7757
39-782
181-2626-2
95-8732
183-5118
35-6288
36-4256
225-5631
68-1240
54-10141-2
266-2859
s-JiaGuangSun-1
231-1875
299-7602
287-9601
35-5676-1
59-2122
223-4288
58-3300-1
192-6567
83-1259
46-521
116-1011
140-1823
94-6774
79-823
33-3661
03-2176
s-MarkSandler
131-5646
283-1309
63-4181
43-583
89-4402
222-2024
80-6697-1
296-4326
87-1938
302-3995
165-2299-2
02-2407
28-1708
295-3889
277-3892
45-686
270-2142
76-157
99-5898
78-10741
35-479
93-3207
47-6186
87-7779
85-3960
53-1214
10-2312-1
64-1762
181-2817-152
13-248
67-7527
211-0078
194-2772
87-5868
02-6063
42-4315
140-0995
275-3855
288-0869
62-6871
60-11292
251-9600
19-4036
93-2832
156-1259
92-169
21-2153
266-2427
179-6121
58-4516
273-8905
20-1726
322-9577
01-2861
180-5282
128-9281
200-7839
117-7971
224-5953
05-1134
156-3902
152-5036
93-962
17-9088
07-8321
207-7622
b-MWBern
145-1147
216-5364
r-MartinRoscheisen
143-6663
90-6461
129-8153
21-6849
357-4836
40-3294
241-6973
04-10084
161-8933
340-0356
353-0193
116-5195
319-6884
133-7657
137-3824
278-9777
133-9547
309-6216
160-2209
357-3676
29-4405
19-6809
24-687
42-6339
73-2032
167-2663
126-6597
252-5251
297-7897
43-4373
47-1333
27-6572
34-2997-6
73-8412
338-8416
234-2736
275-3599
l-MengchiLiu
71-6191
209-0197
95-7132-1
166-4142
117-0580
65-1522
222-2625
35-4530
37-4190-150
146-4880
305-5295
277-3059
00-7676
b-JFBoulicaut
65-336
64-4492
313-1298
254-1154
138-0372
92-5081
42-4842
28-8510
180-2807
28-5014
304-3940
164-7127
131-4399
13-1169
184-2091
201-8729
249-8349
126-7818
s-WasimSadiq
49-6383
326-3822
p-SunilPrabhakar
156-3395
78-4136-1
81-6063
205-2315
44-6478
152-3550
181-9138
05-9791
r-DSRosenblum
127-7992
190-3260
74-2204
243-9071
13-5786
62-4214
45-2746
13-2625
87-3674
287-4999
g-VenuGovindaraju
135-0256
162-9094
13-10963
37-3908
242-9512
s-SimeonWarner
311-1208
324-2199
198-0252
151-8708
155-0320
274-0901
18-2845
200-0286
306-0931
168-4752
247-1165
135-5671
83-308
31-2187
87-8778
34-3552
91-1757
50-671-15
328-5860
53-8073-2
94-7436
178-4701
357-5696
163-4085
160-4835
78-7242
89-2869
66-10768
266-0831
52-1571
342-5548
137-3134
20-6492
88-8205-1
349-0730
20-1664
06-6737
77-994
75-3158-2
40-5250
24-9343
78-2639
09-2901
341-0416
126-7801
228-0279
132-0674
260-2086
m-LAMaciaszek
198-1883
17-221-37
09-6041
144-8039
249-2892
72-4893
325-3526
33-961
36-8557
254-8149
02-6998
220-2469
136-5335
59-983-4
86-314
58-4461
11-6578
223-6886
281-7049
170-4175
259-0971
80-6296
80-1433
257-5600
307-2881
36-6169
140-7176
223-4802
132-8024
168-9512
283-4396
07-4580
42-4142
93-5922
16-3445
224-1295
328-1548
170-2179
97-5651
54-7536
35-4222
126-8843
84-8658
79-8806
94-5319
227-4399
75-7026
237-9911
42-4256
147-8540
335-4790
72-10926
296-3942
h-KatherineJHollenbach
82-8699
54-5089
296-6740
345-8116
230-3499
53-2425
156-4998
85-3231-2
24-3272
96-2301
349-7826
116-6524
57-8069
308-6281
22-4375
50-2866
218-5971
83-3053
26-4707
326-0975
75-4947-1
67-9436
09-7537
268-0946
231-7429
20-1635
225-7970
271-9366
217-1763
47-11487
42-7630
127-1231
286-5996
82-4796
302-4705
242-4698
04-1907
05-1060
299-8354
259-7606
84-163
p-GregoryJPottie
286-5242
03-4043
256-9575
338-8894
349-0706
44-3669
246-0483
225-0119
04-4493
77-11193
245-3691
14-93
89-8730
91-10470
71-3836
198-7669
139-0593
20-2880
178-3021
256-9168
204-4743
j-MikeJackson3
18-1478
14-6671
224-1003
161-6206
119-1145
205-7534
161-0164
77-5795
99-5635
172-6521
320-2465
52-3314
186-5277
70-5419
66-5500
81-9956
260-4275
276-0335
b-FBaader
30-7062
150-3761
67-6827
34-8360
06-3450
53-280
19-7665
289-1689
49-188
324-1804
82-4238
37-3550
01-4157
10-11266
14-1217
139-4353
28-3830
69-1905
139-2307
86-5409
56-7270
20-3528
242-1417
181-6493
15-2399
96-3627
03-2079
72-6746
44-1020
60-7865
211-3450
18-8237
325-3189
67-6948
355-0679
233-1482
257-2795
92-7742
11-6840
151-6392
259-5483
m-KRMuller
168-5554
148-6641
28-43
146-0648
350-0704
160-4511
46-6651
148-9046
192-6728
320-8637
b-ABorgida
150-5293
169-9975
44-1706
64-2433-8
332-3545
168-5001
89-6764-18
344-6205
191-3204
70-10595
91-1178
95-6381
190-5742
95-3967
193-1608
136-1627
120-6487
78-8622
81-4067
60-8967
25-575
187-6963
256-7981
162-0846
305-8246
182-5162
09-48
78-5323-1
252-5888
199-6364
43-5038
300-9148
230-1672
225-6812
48-1215
232-4871
17-2588
38-8882
41-3638
47-1858
276-8532
327-8369
187-5450
145-8377
119-1717
154-0504
48-9528
55-2789
98-3828
354-7467
275-5751
83-6936
151-8462
52-7318
55-8297
43-11273
90-4765-1
225-5550
138-1249
r-LuisMateusRocha
26-7527
g-PeterCJGraham
137-3344
46-7821
326-1495
94-9798
49-10574
88-6608-2
12-1387
32-8412
93-2814
35-1096-1
50-9841
12-5971
302-4336
13-1206-1
44-2253
02-5438
28-9525
60-9826
215-3969
299-2211
15-11464
44-4589
226-4702
247-8254
141-9546
43-11346
185-5317
n-SagarNaik
29-6335
84-6797
196-5868
14-10315
330-4108
75-5247
18-4099
31-2088-1
b-AnnBlandford
98-5766-12
52-472
96-3115-10
200-0318
42-3096
90-6672
97-4765-3
78-562
82-10250
180-6150
70-354
42-5539
81-6709
66-7232
30-10775
348-7170
23-10040
69-4104
86-981
216-8058
17-3334
95-5465
87-4775
176-5859
l-KeqinLi
35-3032
228-5840
213-7780
78-1634
267-2123
215-3401
318-3181
88-2686
305-2168
59-1643
a-GeorgeAlexiou
82-3284
16-3947
80-6988
11-5316
169-9998
81-3188
117-8083
300-4631
189-4635
126-7758
91-2007
74-3437
130-3129
210-4297
09-7831
a-DavidGAndersen
121-8107
86-5264
54-6164
02-668
51-1233
282-0711
17-6808
85-6836
23-5178
332-6370
04-6189
38-8328
40-10619
263-6048
74-5798
197-4381
90-5836-6
50-615
22-5552
52-1931
89-5510
232-0065
13-9552
118-2567
98-3318
60-7238
21-3587
294-1361
01-1609
48-6324
37-628-2
07-848
12-7785
b-MichaelBackes1
33-4754
352-6912
282-0517
206-3273
32-10495
35-5195
95-7167-1
05-7063
92-1375
281-1608
266-8046
239-0500
49-3283-4
05-4442
s-JohnSoldatos
332-5309
59-8842
280-3455
30-8219
306-1177
237-0719
37-3831-1
140-8227
343-1256
97-6075
k-NavinKabra
44-441
32-5224
125-2145
80-1577
22-7963-1
55-10759
43-7525
l-FrankLoebe
a-FAAloul
34-1184
05-9580
65-1406
143-7228-1
32-10919
60-1377
82-2074
83-4296
242-9555
227-0639
142-3197
38-5674
316-0962
93-11391
52-4475
372-1324
94-9983
37-10782
b-TJMBenchCapon
22-2967
41-7841
214-9501
34-5038
258-4739
42-8074
33-5304
61-5271
325-9991
20-7966
00-2166
156-7353
14-8614
179-7487
246-1044
13-6130
b-DerekGBridge
227-2185
t-BMThuraisingham
146-9625
84-2501
s-KnutStolze
63-623
95-5978
244-8792
124-8995
96-8862-2
162-1624
119-6452
322-1389
97-10390
176-8839
360-4562
168-1975
65-11089
37-1304-3
274-2279
16-5814
160-3958
51-1752
19-4622
245-0920
157-3957
16-5339
198-1127
164-6244
09-10756
204-2860
87-959-3
230-6503
332-8444
161-0014
360-5226
66-8909
76-1443
21-5149
67-4987
176-0585
55-7524
228-0272
255-5036
340-7903
61-3234-7
48-5419
181-2833
23-7502
290-4337
248-4980
203-9766
29-5588
27-11536-4
01-6865
121-5306
70-3273
84-3319
45-5762
270-6418
50-3463
73-5604
29-3826
93-6765-7
35-962
73-2252-1
29-8165
77-385
03-3796
173-8821
00-2797
175-8743
y-JunYang3
129-4062
166-8387
341-4922
33-4822-65
02-10119
117-6102
249-2262
216-8804
89-2685
234-6127
00-8296
290-4532
16-1951
67-1190
m-DanielMosse
48-2700
61-7047
338-0192
31-2834
180-2279-2
319-5515
156-5465
131-4786
352-6583
08-7562
k-BeateKrause
k-KurtKeutzer
52-328-10
24-3865
78-1057
80-8422
83-9144
166-4218
223-9602
47-11237
371-6564
31-1436
16-7636
287-4893
353-9598
15-3548
132-3535
118-4649
302-7871
21-802-22
300-4595
259-1789
07-4132
18-4350-2
10-1887
95-5685
89-5661
131-2889
62-1923
58-2186
252-8075
g-MordecaiJGolin
02-99-4
92-2504
52-4265
31-4822
277-5408
38-11010
86-470
51-3710-19
32-8219
b-BirBhanu
48-6784
z-YutingZhang
16-0-1
y-QiangYang4
207-5434
95-5358
59-9985
242-5143
10-7819
02-5610
245-3146
79-5275
116-2666
90-4624
64-4192
202-0474
42-5120-5
365-1345
36-5594
339-7218
20-3912
90-766
153-4195
72-6965
68-1429
119-0080
200-9455
228-6006
71-4768
84-6388
37-8497
346-5317
h-EdwardHung
337-0700
57-2881
06-4451
43-7023
75-273
90-3623
294-8443
w-ChongWang2
306-0861
293-7155
41-5380
242-4800
177-7611
312-5540
67-8919
155-1879
155-0475
47-6292
324-1909
54-129
84-8571
364-0921
83-4249
69-391
39-2811-5
138-0438
40-7406
74-2162
31-5224
174-2905
153-9296
303-4540
227-8254
24-10435
09-2405
08-1682
147-1337
03-9381
146-7886
s-SangHyukSon
12-5407-3
r-VVRaghavan2
371-4171
329-1192
00-4402
279-3727
k-IsamboKarali
72-8252
08-890-1
262-5865
28-5930
n-JunNi
37-2109-28
50-2079
79-5620-1
278-8001
80-8501
285-5301
47-4896
02-6425
38-4304-2
39-10353
66-6560
143-6440
46-8637
97-6483
371-1498
187-9758
67-244
57-6517
158-9794
166-6324
02-916
181-5052
82-921
85-6144
29-2038
213-7336
281-3023
75-10023
03-2772
311-1140
127-4302
38-4450
70-2725
60-10084
199-1984
22-101
85-1455
370-5713
213-0886
79-1432
z-BinZhou2
274-2040
249-1915
14-7676
20-8329
118-4967
192-4703
41-2632
w-ZhengWang7
52-488-1
231-7382
228-0006
88-6976
299-1910
42-9054
61-6424
190-7340-1
10-5980
127-6329
371-6264
227-4714
87-9529
241-5030
33-147
15-10872
78-6036
160-8470
253-2065
23-8127
37-4356
49-4411
64-6567
270-6586
172-7471
305-5317
18-10185
60-7022
82-7788
116-4680
198-9006
245-1569
98-8091
02-659
90-8315
08-6457
27-4230
87-6724
81-10400
m-JohnCMitchell
15-8286
34-6751
47-9680
152-1728
55-9180
d-DHCDu
296-2112
91-1800
166-8371
56-5140
346-5247
78-7343
233-6172
26-512
40-8877
165-9022
340-3838
81-7513
159-1334
13-1883
57-1313
10-3141
181-2734-2
124-8099
69-9201
41-3068-2
184-1999
271-7403
80-4369
242-5646
303-9138
47-795
129-8117
80-4664
135-8976
156-2707
25-2162
126-3473
124-4541
12-5576
02-4329
71-11044
268-0748
160-2794
116-0750
234-9416
36-2259-56
65-4699
145-2814
152-2505
13-9487
77-2455
252-6200
04-2739
150-2008-1
84-8411
153-5288
245-5997
236-7430
160-5965
18-9282
206-6007
16-7046
238-4373
331-0912
47-11140
39-6736
135-2310
07-6674-4
307-5267
69-726
227-9692
